target_id	length	eff_length	est_counts	tpm
ENSDART00000171126.2	60	20.9333	0	0
ENSDART00000184586.1	66	20.3171	0	0
ENSDART00000190235.1	66	20.3171	0	0
ENSDART00000190038.1	399	200.616	0	0
ENSDART00000167303.2	63	22.5625	0	0
ENSDART00000159979.2	60	20.9333	0	0
ENSDART00000165172.2	63	22.5625	0	0
ENSDART00000168126.2	57	20	0	0
ENSDART00000171914.2	63	22.5625	0	0
ENSDART00000190775.1	66	20.3171	0	0
ENSDART00000159628.2	63	22.5625	0	0
ENSDART00000158978.2	907	703.215	0	0
ENSDART00000161459.2	60	20.9333	0	0
ENSDART00000170206.2	61	21.2581	0	0
ENSDART00000181827.1	63	22.5625	0	0
ENSDART00000161571.2	57	20	0	0
ENSDART00000171681.2	60	20.9333	0	0
ENSDART00000162921.2	60	20.9333	0	0
ENSDART00000159011.2	63	22.5625	0	0
ENSDART00000170691.2	63	22.5625	0	0
ENSDART00000185019.1	66	20.3171	0	0
ENSDART00000193555.1	66	20.3171	0	0
ENSDART00000161763.2	63	22.5625	0	0
ENSDART00000192441.1	63	22.5625	0	0
ENSDART00000187002.1	896	692.215	0.999999	0.0503954
ENSDART00000190928.1	66	20.3171	0	0
ENSDART00000166020.2	66	20.3171	0	0
ENSDART00000160505.2	60	20.9333	0	0
ENSDART00000191315.1	976	772.215	0	0
ENSDART00000170860.2	63	22.5625	0	0
ENSDART00000161136.2	63	22.5625	0	0
ENSDART00000161690.2	63	22.5625	0	0
ENSDART00000192804.1	63	22.5625	0	0
ENSDART00000166828.2	63	22.5625	0	0
ENSDART00000154123.2	849	645.215	0	0
ENSDART00000156878.3	1157	953.215	0	0
ENSDART00000156142.2	1978	1774.21	26	0.51121
ENSDART00000147009.2	822	618.215	429	24.2075
ENSDART00000155827.2	1161	957.215	54	1.96796
ENSDART00000154829.2	1305	1101.21	221	7.00088
ENSDART00000062130.6	1098	894.215	0	0
ENSDART00000155479.2	772	568.257	111.854	6.86655
ENSDART00000108694.4	4172	3968.21	770.836	6.77641
ENSDART00000162388.2	2689	2485.21	143.444	2.0135
ENSDART00000170119.2	5202	4998.21	155.978	1.08863
ENSDART00000163370.3	2009	1805.21	65.8082	1.2717
ENSDART00000189331.1	910	706.215	38.0124	1.87768
ENSDART00000144959.3	790	586.236	226.585	13.4831
ENSDART00000147509.2	671	467.382	364.369	27.1958
ENSDART00000092479.5	678	474.366	654.046	48.098
ENSDART00000169521.2	1111	907.215	23	0.884403
ENSDART00000181582.1	417	217.591	0	0
ENSDART00000149108.2	1677	1473.21	102.282	2.42195
ENSDART00000192145.1	3575	3371.21	274.069	2.83599
ENSDART00000053045.5	3089	2885.21	5336.99	64.5284
ENSDART00000143599.2	696	492.314	492.014	34.8633
ENSDART00000168857.2	4172	3968.21	180.995	1.59112
ENSDART00000091955.5	4669	4465.21	27.7372	0.216697
ENSDART00000173716.2	2715	2511.21	42.329	0.588012
ENSDART00000190811.1	4056	3852.21	4.96942	0.0450015
ENSDART00000039267.7	1029	825.215	626.123	26.4682
ENSDART00000131609.3	928	724.215	238.305	11.4788
ENSDART00000135265.2	939	735.215	12.9568	0.614772
ENSDART00000123482.4	1615	1411.21	179.228	4.43042
ENSDART00000057528.5	1879	1675.21	274.51	5.71637
ENSDART00000171868.2	668	464.382	115.06	8.64332
ENSDART00000166819.2	1580	1376.21	861.335	21.8332
ENSDART00000164984.2	640	436.43	32.4871	2.59674
ENSDART00000162589.2	633	429.461	69.538	5.64847
ENSDART00000180692.1	2557	2353.21	169.829	2.51757
ENSDART00000081477.5	1577	1373.21	1047	26.5975
ENSDART00000169763.2	1124	920.215	8	0.303273
ENSDART00000146325.2	1157	953.215	0	0
ENSDART00000018533.8	1232	1028.21	18	0.61069
ENSDART00000013607.9	1791	1587.21	1126.77	24.7646
ENSDART00000157155.2	2515	2311.21	2512.23	37.9186
ENSDART00000013814.8	1325	1121.21	5008	155.815
ENSDART00000133348.2	992	788.215	75	3.31932
ENSDART00000168251.2	800	596.236	0	0
ENSDART00000147715.2	1088	884.215	61.9429	2.4438
ENSDART00000128486.3	641	437.43	0	0
ENSDART00000122108.3	6037	5833.21	980	5.86071
ENSDART00000136763.2	505	302.703	15	1.72865
ENSDART00000154124.2	944	740.215	40.9272	1.9288
ENSDART00000110781.7	3769	3565.21	552.747	5.40845
ENSDART00000155803.2	861	657.215	29.326	1.5566
ENSDART00000146728.3	1681	1477.21	119.031	2.81091
ENSDART00000171731.2	1022	818.215	27.4704	1.1712
ENSDART00000182840.1	843	639.215	170.764	9.31925
ENSDART00000017902.8	5192	4988.21	413	2.88827
ENSDART00000135940.4	3937	3733.21	337	3.14905
ENSDART00000163003.2	1665	1461.21	0	0
ENSDART00000150167.3	921	717.215	5	0.243194
ENSDART00000115394.4	1290	1086.21	0	0
ENSDART00000136147.2	939	735.215	383.574	18.1998
ENSDART00000151004.2	1313	1109.21	572.572	18.0072
ENSDART00000133998.3	2129	1925.21	883.262	16.0045
ENSDART00000134574.3	725	521.314	18.0774	1.20968
ENSDART00000141998.2	961	757.215	28.6602	1.32036
ENSDART00000148606.2	3095	2891.21	0	0
ENSDART00000156352.2	7929	7725.21	2685.58	12.1272
ENSDART00000192212.1	5837	5633.21	467.987	2.89808
ENSDART00000141746.3	664	460.382	5.38705	0.408192
ENSDART00000133948.2	462	260.683	30.8944	4.13428
ENSDART00000139551.2	797	593.236	43.3182	2.54727
ENSDART00000031625.9	2072	1868.21	45.3353	0.84653
ENSDART00000192324.1	2886	2682.21	4.46852	0.0581169
ENSDART00000191464.1	4218	4014.21	478.377	4.15721
ENSDART00000182369.1	2657	2453.21	61.9418	0.880807
ENSDART00000152597.2	1016	812.215	15.304	0.657304
ENSDART00000016096.9	2892	2688.21	2475.75	32.1274
ENSDART00000135044.2	4782	4578.21	1263	9.62365
ENSDART00000173029.2	508	305.67	49.7377	5.6763
ENSDART00000111140.5	323	132.892	7815.38	2051.56
ENSDART00000173145.2	768	564.257	287.439	17.7706
ENSDART00000172953.2	436	235.736	1902.45	281.527
ENSDART00000142337.2	3051	2847.21	4	0.0490086
ENSDART00000141271.2	234	65.2247	0	0
ENSDART00000031727.5	1823	1619.21	25.8491	0.556894
ENSDART00000148992.3	1256	1052.21	63.3869	2.10149
ENSDART00000149935.2	601	397.68	0	0
ENSDART00000149030.3	853	649.215	0	0
ENSDART00000149260.3	1826	1622.21	484.964	10.4288
ENSDART00000187916.1	4285	4081.21	792.899	6.77736
ENSDART00000037999.5	1607	1403.21	530.97	13.2001
ENSDART00000170614.2	4425	4221.21	388.163	3.20781
ENSDART00000144819.2	346	152.69	52.1025	11.9037
ENSDART00000193627.1	1449	1245.21	345.897	9.69026
ENSDART00000143300.3	2077	1873.21	2805	52.2369
ENSDART00000134938.2	577	373.817	0	0
ENSDART00000066086.8	2062	1858.21	4	0.0750925
ENSDART00000139036.2	605	401.651	217.007	18.8477
ENSDART00000144900.2	430	229.987	11.9926	1.81904
ENSDART00000154778.2	15627	15423.2	101.163	0.228813
ENSDART00000155335.2	1010	806.215	0	0
ENSDART00000188706.1	12051	11847.2	5.59619e-05	1.64782e-07
ENSDART00000182622.1	11386	11182.2	0	0
ENSDART00000184483.1	11968	11764.2	94.4629	0.280111
ENSDART00000181338.1	11324	11120.2	1.13436e-06	3.55851e-09
ENSDART00000152232.3	2148	1944.21	230.394	4.13389
ENSDART00000152493.2	2295	2091.21	366.302	6.11045
ENSDART00000065125.7	1982	1778.21	360.006	7.06248
ENSDART00000152234.2	716	512.314	8.299	0.565095
ENSDART00000131454.2	321	131.159	0	0
ENSDART00000009315.11	1966	1762.21	0	0
ENSDART00000110696.3	1968	1764.21	0	0
ENSDART00000012627.6	1819	1615.21	0	0
ENSDART00000158599.2	884	680.215	224.011	11.4883
ENSDART00000164965.2	849	645.215	159.46	8.62146
ENSDART00000111374.4	948	744.215	653.723	30.6428
ENSDART00000054472.4	4633	4429.21	281.837	2.21975
ENSDART00000182810.1	3975	3771.21	0	0
ENSDART00000136014.2	650	446.399	0	0
ENSDART00000065956.4	528	325.357	0	0
ENSDART00000009912.7	1647	1443.21	4	0.0966855
ENSDART00000181589.1	2102	1898.21	0	0
ENSDART00000132083.3	2627	2423.21	23	0.331107
ENSDART00000132887.4	940	736.215	87.0904	4.12665
ENSDART00000147429.3	780	576.236	0	0
ENSDART00000130234.4	552	349.022	24.9687	2.4956
ENSDART00000136528.4	2548	2344.21	4412.05	65.6561
ENSDART00000102075.6	2294	2090.21	632.992	10.5643
ENSDART00000131527.2	568	364.869	101.901	9.74256
ENSDART00000193535.1	2495	2291.21	0	0
ENSDART00000099023.5	1857	1653.21	0	0
ENSDART00000124704.3	2045	1841.21	46	0.871537
ENSDART00000172128.2	5952	5748.21	0	0
ENSDART00000190331.1	6410	6206.21	186.799	1.04998
ENSDART00000163523.2	6288	6084.21	3.66922	0.0210379
ENSDART00000152294.2	573	369.843	0	0
ENSDART00000060399.6	1827	1623.21	3462.13	74.4046
ENSDART00000152210.2	755	551.257	274.387	17.3637
ENSDART00000173901.2	419	219.512	36.7779	5.84469
ENSDART00000166640.2	1217	1013.21	33	1.13617
ENSDART00000152011.3	7428	7224.21	77.3	0.373268
ENSDART00000087817.6	2027	1823.21	0	0
ENSDART00000185404.1	396	197.832	21.1844	3.73551
ENSDART00000193191.1	549	346.046	3.77684	0.380738
ENSDART00000147783.2	828	624.215	0	0
ENSDART00000079003.6	778	574.236	0	0
ENSDART00000022042.10	6814	6610.21	631	3.33002
ENSDART00000191870.1	6804	6600.21	0	0
ENSDART00000160719.2	854	650.215	374.785	20.1075
ENSDART00000168583.2	1359	1155.21	680.215	20.5407
ENSDART00000141835.2	1852	1648.21	396.565	8.39331
ENSDART00000187816.1	882	678.215	63.8195	3.2826
ENSDART00000101928.6	642	438.414	0	0
ENSDART00000171183.2	5373	5169.21	299.032	2.01802
ENSDART00000159380.2	1029	825.215	12.3928	0.523884
ENSDART00000182081.1	5902	5698.21	86.0381	0.526726
ENSDART00000180565.1	6025	5821.21	0	0
ENSDART00000170387.2	2508	2304.21	0	0
ENSDART00000161553.2	6351	6147.21	972.963	5.52142
ENSDART00000125302.3	931	727.215	2681.55	128.634
ENSDART00000167748.2	8607	8403.21	41912.4	173.992
ENSDART00000048399.8	3571	3367.21	985.265	10.2074
ENSDART00000169613.3	3342	3138.21	230.24	2.55936
ENSDART00000136243.3	2660	2456.21	543.915	7.72497
ENSDART00000144690.2	594	390.708	0	0
ENSDART00000135470.2	1265	1061.21	0	0
ENSDART00000184882.1	1244	1040.21	95.8325	3.21383
ENSDART00000182342.1	5843	5639.21	82.843	0.512472
ENSDART00000110923.4	3352	3148.21	1258.05	13.9401
ENSDART00000140631.2	494	291.83	0	0
ENSDART00000180289.1	7988	7784.21	1592.22	7.13543
ENSDART00000162711.2	2409	2205.21	18.6772	0.295456
ENSDART00000168964.2	2001	1797.21	58	1.1258
ENSDART00000129776.3	2055	1851.21	304.467	5.73741
ENSDART00000138593.2	1152	948.215	133.033	4.89424
ENSDART00000135800.3	1913	1709.21	186.481	3.80602
ENSDART00000060731.5	2427	2223.21	0	0
ENSDART00000152447.3	1252	1048.21	3	0.0998397
ENSDART00000152314.2	1307	1103.21	4	0.126483
ENSDART00000159007.2	3680	3476.21	0	0
ENSDART00000136034.2	535	332.275	21.9007	2.29929
ENSDART00000027957.8	2008	1804.21	366.446	7.08524
ENSDART00000190601.1	2067	1863.21	0	0
ENSDART00000192547.1	2539	2335.21	113.653	1.6978
ENSDART00000147299.2	2721	2517.21	0	0
ENSDART00000138393.2	801	597.236	0	0
ENSDART00000083665.6	2892	2688.21	0	0
ENSDART00000134337.2	797	593.236	0	0
ENSDART00000145355.2	543	340.095	3.86815	0.396767
ENSDART00000077962.6	3076	2872.21	2573.74	31.2594
ENSDART00000132917.2	670	466.382	339.737	25.4116
ENSDART00000058777.5	1113	909.215	351.263	13.4772
ENSDART00000152758.2	1186	982.215	0	0
ENSDART00000153830.2	731	527.314	79	5.22625
ENSDART00000137056.2	420	220.409	0	0
ENSDART00000079596.7	1775	1571.21	406.053	9.0153
ENSDART00000111246.4	1568	1364.21	32.9466	0.842481
ENSDART00000134073.3	2977	2773.21	707.783	8.90326
ENSDART00000148358.2	3165	2961.21	94.5069	1.11333
ENSDART00000146152.2	558	354.933	10	0.982846
ENSDART00000191927.1	2113	1909.21	0	0
ENSDART00000137572.3	781	577.236	371.575	22.4556
ENSDART00000066621.5	1214	1010.21	74	2.55535
ENSDART00000151915.2	5427	5223.21	0	0
ENSDART00000186814.1	7468	7264.21	146.156	0.701877
ENSDART00000151680.2	591	387.749	25.6812	2.31045
ENSDART00000151526.2	542	339.119	0	0
ENSDART00000130984.4	1091	887.215	29.3188	1.15279
ENSDART00000159787.2	598	394.694	2634.53	232.849
ENSDART00000180531.1	3260	3056.21	1124.12	12.831
ENSDART00000174340.2	6291	6087.21	450.017	2.57895
ENSDART00000174223.2	1766	1562.21	129.632	2.89471
ENSDART00000131113.3	4206	4002.21	42.0692	0.366687
ENSDART00000030566.8	1529	1325.21	82	2.15854
ENSDART00000021139.8	1486	1282.21	669.846	18.2241
ENSDART00000144356.2	690	486.331	21.1537	1.51735
ENSDART00000041549.4	2310	2106.21	762.449	12.6282
ENSDART00000172176.2	5134	4930.21	1369.86	9.69268
ENSDART00000152224.4	2042	1838.21	361	6.85083
ENSDART00000150764.2	3091	2887.21	9.97084	0.120472
ENSDART00000045565.7	2342	2138.21	0	0
ENSDART00000137505.2	2146	1942.21	105	1.88593
ENSDART00000138769.3	838	634.215	10	0.550042
ENSDART00000171527.2	2397	2193.21	0	0
ENSDART00000159066.2	1923	1719.21	0	0
ENSDART00000059230.7	798	594.236	5.69448	0.334293
ENSDART00000157782.2	1366	1162.21	0	0
ENSDART00000167074.2	1829	1625.21	6.30552	0.135345
ENSDART00000137135.3	1357	1153.21	41	1.24024
ENSDART00000179299.2	1566	1362.21	0	0
ENSDART00000135853.2	703	499.314	0	0
ENSDART00000101923.4	775	571.257	0	0
ENSDART00000140076.3	471	269.368	15.3427	1.98696
ENSDART00000005593.6	2918	2714.21	1716.78	22.065
ENSDART00000131927.2	862	658.215	49.0363	2.59886
ENSDART00000139702.3	792	588.236	211.141	12.5214
ENSDART00000112071.4	2179	1975.21	0	0
ENSDART00000110319.4	430	229.987	0	0
ENSDART00000124938.3	1166	962.215	23	0.83385
ENSDART00000105666.5	678	474.366	0	0
ENSDART00000145368.3	3871	3667.21	85.2446	0.810892
ENSDART00000189704.1	3405	3201.21	30.0967	0.327972
ENSDART00000086984.8	3587	3383.21	90.6139	0.934324
ENSDART00000152133.2	538	335.179	22.0228	2.29207
ENSDART00000168105.3	1497	1293.21	72.3634	1.952
ENSDART00000148872.3	3100	2896.21	25	0.301121
ENSDART00000078656.4	2771	2567.21	4.06451e-05	5.52305e-07
ENSDART00000153050.2	836	632.215	0	0
ENSDART00000153055.2	4622	4418.21	1106.76	8.73856
ENSDART00000153238.2	503	300.713	14.918	1.73057
ENSDART00000178840.2	3780	3576.21	64.6205	0.630346
ENSDART00000152812.2	1060	856.215	0	0
ENSDART00000145012.2	1174	970.215	1.13248	0.0407187
ENSDART00000109714.4	3000	2796.21	144.559	1.80346
ENSDART00000099690.5	3364	3160.21	297.158	3.28022
ENSDART00000150005.4	2824	2620.21	284	3.78106
ENSDART00000170318.2	1063	859.215	0	0
ENSDART00000138581.2	2326	2122.21	2.88071	0.0473525
ENSDART00000142160.2	716	512.314	0	0
ENSDART00000134963.2	714	510.314	0	0
ENSDART00000135782.2	494	291.83	0	0
ENSDART00000131747.2	487	284.943	9.58118	1.17299
ENSDART00000099131.6	4652	4448.21	6.53811	0.0512742
ENSDART00000078491.4	3131	2927.21	4.4007	0.0524444
ENSDART00000124159.3	736	532.295	0	0
ENSDART00000164066.2	486	283.953	3	0.368559
ENSDART00000183719.1	423	223.272	0	0
ENSDART00000031499.9	1874	1670.21	61	1.27406
ENSDART00000021177.8	2893	2689.21	644	8.35397
ENSDART00000143009.3	2478	2274.21	2888.11	44.3011
ENSDART00000149088.3	3170	2966.21	1204.52	14.1658
ENSDART00000102658.5	2608	2404.21	938.396	13.6159
ENSDART00000111063.5	2105	1901.21	82.1624	1.50756
ENSDART00000144172.2	852	648.215	17.115	0.921066
ENSDART00000189225.1	2465	2261.21	731.049	11.2781
ENSDART00000156685.2	2579	2375.21	0	0
ENSDART00000049900.7	1355	1151.21	244.965	7.42302
ENSDART00000161054.2	615	411.536	38.0347	3.22408
ENSDART00000048046.5	3659	3455.21	1818.96	18.3646
ENSDART00000134042.2	690	486.331	0	0
ENSDART00000135068.3	690	486.331	0	0
ENSDART00000184943.1	6235	6031.21	476.516	2.75616
ENSDART00000098412.5	930	726.215	0	0
ENSDART00000055956.8	6262	6058.21	226.59	1.30475
ENSDART00000142760.3	1264	1060.21	384.072	12.6372
ENSDART00000133259.3	775	571.257	49.2528	3.00768
ENSDART00000147598.3	818	614.215	29.9597	1.70157
ENSDART00000136929.3	1028	824.215	31.9892	1.35393
ENSDART00000146986.2	759	555.257	52.0294	3.26879
ENSDART00000143340.3	2989	2785.21	2131.52	26.697
ENSDART00000188720.1	633	429.461	0.00708967	0.000575884
ENSDART00000086985.6	1867	1663.21	8558.17	179.5
ENSDART00000073663.6	1693	1489.21	280.186	6.5633
ENSDART00000124128.3	1000	796.215	22.5147	0.986434
ENSDART00000158616.2	4279	4075.21	2427.51	20.7799
ENSDART00000114004.5	3684	3480.21	234.747	2.35302
ENSDART00000188223.1	3989	3785.21	0	0
ENSDART00000138116.3	1500	1296.21	1050.96	28.284
ENSDART00000051344.6	1378	1174.21	263.638	7.83235
ENSDART00000156765.3	6035	5831.21	776.659	4.64626
ENSDART00000158444.2	1096	892.215	192.494	7.52629
ENSDART00000003508.9	1671	1467.21	0	0
ENSDART00000124221.3	774	570.257	0	0
ENSDART00000089506.6	2773	2569.21	3414	46.3549
ENSDART00000137552.2	1815	1611.21	187	4.04875
ENSDART00000138082.2	511	308.604	20.649	2.33415
ENSDART00000079215.6	2398	2194.21	261.934	4.16433
ENSDART00000007732.8	2668	2464.21	82	1.16083
ENSDART00000075187.4	1486	1282.21	85.8687	2.33618
ENSDART00000130680.5	1216	1012.21	418.046	14.4074
ENSDART00000171017.2	651	447.399	0	0
ENSDART00000137708.3	447	246.199	0	0
ENSDART00000139844.2	524	321.391	0	0
ENSDART00000132149.2	467	265.579	250.666	32.9257
ENSDART00000174974.2	2814	2610.21	283.975	3.79522
ENSDART00000037553.7	2352	2148.21	0	0
ENSDART00000149595.2	587	383.777	0	0
ENSDART00000155832.2	5345	5141.21	298.157	2.02307
ENSDART00000131424.3	1497	1293.21	0	0
ENSDART00000023686.9	2135	1931.21	50.0317	0.903747
ENSDART00000155088.2	887	683.215	0	0
ENSDART00000164646.2	1718	1514.21	22	0.506836
ENSDART00000150600.2	3646	3442.21	12.022	0.121835
ENSDART00000148920.2	1507	1303.21	362	9.69003
ENSDART00000082454.4	1800	1596.21	492.837	10.7707
ENSDART00000140119.2	761	557.257	9.16295	0.573605
ENSDART00000139385.3	2618	2414.21	20995	303.37
ENSDART00000186419.1	1271	1067.21	0	0
ENSDART00000126154.4	2705	2501.21	2389.72	33.3295
ENSDART00000141696.2	801	597.236	40.56	2.3691
ENSDART00000136522.2	460	258.757	12.6535	1.70589
ENSDART00000126897.3	1120	916.215	468.375	17.8332
ENSDART00000149746.2	699	495.314	48.8677	3.44171
ENSDART00000152603.2	3438	3234.21	282.163	3.04343
ENSDART00000190066.1	1971	1767.21	60.4715	1.1937
ENSDART00000155838.2	8327	8123.21	2782	11.9471
ENSDART00000032547.8	729	525.314	8	0.531256
ENSDART00000148440.3	1927	1723.21	398.289	8.0629
ENSDART00000027829.10	3749	3545.21	6628.63	65.2249
ENSDART00000036797.9	1490	1286.21	1121.57	30.419
ENSDART00000171830.2	338	145.725	182.431	43.6714
ENSDART00000158914.2	1298	1094.21	66	2.10414
ENSDART00000128404.3	2021	1817.21	4.62396	0.0887646
ENSDART00000156366.2	1235	1031.21	10.376	0.351006
ENSDART00000142636.2	831	627.215	3.71757	0.206764
ENSDART00000145222.2	379	182.087	7.40207	1.4181
ENSDART00000143435.2	465	263.636	3.89026	0.514762
ENSDART00000004797.10	2143	1939.21	0	0
ENSDART00000183838.1	3962	3758.21	138.082	1.2817
ENSDART00000188584.1	3592	3388.21	552.414	5.68756
ENSDART00000131712.2	594	390.708	6	0.535712
ENSDART00000146649.3	3335	3131.21	25.065	0.279246
ENSDART00000144207.3	551	348.022	0	0
ENSDART00000140053.3	1406	1202.21	0	0
ENSDART00000171675.2	835	631.215	149.197	8.24548
ENSDART00000167001.2	1614	1410.21	2859.37	70.7323
ENSDART00000183618.1	848	644.215	0	0
ENSDART00000127015.3	12025	11821.2	1963.2	5.7934
ENSDART00000145273.2	1530	1326.21	116.485	3.064
ENSDART00000006300.7	1694	1490.21	498.529	11.6701
ENSDART00000159935.2	1976	1772.21	176.371	3.4717
ENSDART00000141332.3	3804	3600.21	0	0
ENSDART00000137749.2	470	268.464	0	0
ENSDART00000100772.5	2029	1825.21	7.8734	0.150481
ENSDART00000180013.1	4514	4310.21	0.384215	0.00310962
ENSDART00000177914.2	4496	4292.21	150.695	1.22475
ENSDART00000004333.10	3026	2822.21	324.878	4.01571
