target_id	length	eff_length	est_counts	tpm
ENSDART00000172223.2	56	18.8421	0	0
ENSDART00000161734.2	64	19.963	0	0
ENSDART00000170448.2	57	19.8421	0	0
ENSDART00000161350.2	63	18.963	0	0
ENSDART00000186687.1	63	18.963	0	0
ENSDART00000158609.2	60	19.8636	0	0
ENSDART00000167576.2	63	18.963	0	0
ENSDART00000186087.1	63	18.963	0	0
ENSDART00000190142.1	66	18.7188	0	0
ENSDART00000180403.1	63	18.963	0	0
ENSDART00000158148.2	63	18.963	0	0
ENSDART00000166370.2	63	18.963	0	0
ENSDART00000191760.1	63	18.963	0	0
ENSDART00000159055.2	66	18.7188	0	0
ENSDART00000113547.3	903	701.951	0	0
ENSDART00000183757.1	63	18.963	0	0
ENSDART00000180943.1	63	18.963	0	0
ENSDART00000185656.1	66	18.7188	0	0
ENSDART00000170926.2	63	18.963	0	0
ENSDART00000186681.1	66	18.7188	0	0
ENSDART00000182863.1	63	18.963	0	0
ENSDART00000164894.2	66	18.7188	0	0
ENSDART00000164120.2	63	18.963	0	0
ENSDART00000162352.2	60	19.8636	0	0
ENSDART00000191731.1	63	18.963	0	0
ENSDART00000166454.2	57	19.8421	0	0
ENSDART00000167581.2	57	19.8421	0	0
ENSDART00000159473.2	63	18.963	0	0
ENSDART00000182846.1	63	18.963	0	0
ENSDART00000193507.1	66	18.7188	0	0
ENSDART00000193441.1	66	18.7188	0	0
ENSDART00000159092.2	63	18.963	0	0
ENSDART00000162187.2	63	18.963	0	0
ENSDART00000171126.2	60	19.8636	0	0
ENSDART00000184586.1	66	18.7188	0	0
ENSDART00000190235.1	66	18.7188	0	0
ENSDART00000190038.1	399	202.813	0	0
ENSDART00000167303.2	63	18.963	0	0
ENSDART00000159979.2	60	19.8636	0	0
ENSDART00000165172.2	63	18.963	0	0
ENSDART00000168126.2	57	19.8421	0	0
ENSDART00000171914.2	63	18.963	0	0
ENSDART00000190775.1	66	18.7188	0	0
ENSDART00000159628.2	63	18.963	0	0
ENSDART00000158978.2	907	705.951	0	0
ENSDART00000161459.2	60	19.8636	0	0
ENSDART00000170206.2	61	20	0	0
ENSDART00000181827.1	63	18.963	0	0
ENSDART00000161571.2	57	19.8421	0	0
ENSDART00000171681.2	60	19.8636	0	0
ENSDART00000162921.2	60	19.8636	0	0
ENSDART00000159011.2	63	18.963	0	0
ENSDART00000170691.2	63	18.963	0	0
ENSDART00000185019.1	66	18.7188	0	0
ENSDART00000193555.1	66	18.7188	0	0
ENSDART00000161763.2	63	18.963	0	0
ENSDART00000192441.1	63	18.963	0	0
ENSDART00000187002.1	896	694.951	0	0
ENSDART00000190928.1	66	18.7188	0	0
ENSDART00000166020.2	66	18.7188	0	0
ENSDART00000160505.2	60	19.8636	0	0
ENSDART00000191315.1	976	774.951	0	0
ENSDART00000170860.2	63	18.963	0	0
ENSDART00000161136.2	63	18.963	0	0
ENSDART00000161690.2	63	18.963	0	0
ENSDART00000192804.1	63	18.963	0	0
ENSDART00000166828.2	63	18.963	0	0
ENSDART00000154123.2	849	647.979	0	0
ENSDART00000156878.3	1157	955.951	0	0
ENSDART00000156142.2	1978	1776.95	0	0
ENSDART00000147009.2	822	621.006	563	39.6635
ENSDART00000155827.2	1161	959.951	30	1.36726
ENSDART00000154829.2	1305	1103.95	112	4.43861
ENSDART00000062130.6	1098	896.951	0	0
ENSDART00000155479.2	772	571.006	102.65	7.865
ENSDART00000108694.4	4172	3970.95	536	5.9054
ENSDART00000162388.2	2689	2487.95	85.4414	1.50247
ENSDART00000170119.2	5202	5000.95	180.553	1.57954
ENSDART00000163370.3	2009	1807.95	23.3212	0.564343
ENSDART00000189331.1	910	708.951	33.7158	2.08064
ENSDART00000144959.3	790	589.006	219.092	16.2737
ENSDART00000147509.2	671	470.03	89.3647	8.31801
ENSDART00000092479.5	678	477.03	697.543	63.9741
ENSDART00000169521.2	1111	909.951	47	2.25974
ENSDART00000181582.1	417	219.959	0	0
ENSDART00000149108.2	1677	1475.95	97.9635	2.90383
ENSDART00000192145.1	3575	3373.95	199.197	2.58299
ENSDART00000053045.5	3089	2887.95	3439.9	52.1116
ENSDART00000143599.2	696	495.03	296.208	26.1785
ENSDART00000168857.2	4172	3970.95	279.894	3.08374
ENSDART00000091955.5	4669	4467.95	87.3096	0.854933
ENSDART00000173716.2	2715	2513.95	24.8741	0.432883
ENSDART00000190811.1	4056	3854.95	0	0
ENSDART00000039267.7	1029	827.951	371.933	19.6535
ENSDART00000131609.3	928	726.951	79.3205	4.77374
ENSDART00000135265.2	939	737.951	55.3197	3.27968
ENSDART00000123482.4	1615	1413.95	250.021	7.73608
ENSDART00000057528.5	1879	1677.95	140.339	3.65913
ENSDART00000171868.2	668	467.03	168.99	15.8305
ENSDART00000166819.2	1580	1378.95	807.438	25.6177
ENSDART00000164984.2	640	439.05	32.9328	3.28166
ENSDART00000162589.2	633	432.069	77.0428	7.80114
ENSDART00000180692.1	2557	2355.95	52.0522	0.966611
ENSDART00000081477.5	1577	1375.95	719	22.8615
ENSDART00000169763.2	1124	922.951	14	0.663634
ENSDART00000146325.2	1157	955.951	0	0
ENSDART00000018533.8	1232	1030.95	7	0.297056
ENSDART00000013607.9	1791	1589.95	741.015	20.3902
ENSDART00000157155.2	2515	2313.95	2190.98	41.4251
ENSDART00000013814.8	1325	1123.95	4176	162.552
ENSDART00000133348.2	992	790.951	62	3.42942
ENSDART00000168251.2	800	599.006	0	0
ENSDART00000147715.2	1088	886.951	11.1843	0.551682
ENSDART00000128486.3	641	440.05	0	0
ENSDART00000122108.3	6037	5835.95	933.034	6.99463
ENSDART00000136763.2	505	305.18	21	3.01053
ENSDART00000154124.2	944	742.951	39.2833	2.31327
ENSDART00000110781.7	3769	3567.95	495.895	6.08065
ENSDART00000155803.2	861	659.951	13.8215	0.916265
ENSDART00000146728.3	1681	1479.95	148.394	4.38679
ENSDART00000171731.2	1022	820.951	0	0
ENSDART00000182840.1	843	641.979	172.654	11.7662
ENSDART00000017902.8	5192	4990.95	275.057	2.41112
ENSDART00000135940.4	3937	3735.95	252	2.95106
ENSDART00000163003.2	1665	1463.95	0	0
ENSDART00000150167.3	921	719.951	0	0
ENSDART00000115394.4	1290	1088.95	0	0
ENSDART00000136147.2	939	737.951	325.537	19.2998
ENSDART00000151004.2	1313	1111.95	389.583	15.3283
ENSDART00000133998.3	2129	1927.95	604.892	13.7265
ENSDART00000134574.3	725	524.03	0	0
ENSDART00000141998.2	961	759.951	46.1076	2.65439
ENSDART00000148606.2	3095	2893.95	0	0
ENSDART00000156352.2	7929	7727.95	2721.2	15.4055
ENSDART00000192212.1	5837	5635.95	190.677	1.48016
ENSDART00000141746.3	664	463.05	0	0
ENSDART00000133948.2	462	263.25	59.6357	9.91099
ENSDART00000139551.2	797	596.006	35.4211	2.6001
ENSDART00000031625.9	2072	1870.95	148.721	3.47767
ENSDART00000192324.1	2886	2684.95	42.3795	0.690554
ENSDART00000191464.1	4218	4016.95	302.772	3.2976
ENSDART00000182369.1	2657	2455.95	0	0
ENSDART00000152597.2	1016	814.951	32	1.7179
ENSDART00000016096.9	2892	2690.95	1850.97	30.0936
ENSDART00000135044.2	4782	4580.95	1166	11.1358
ENSDART00000173029.2	508	308.099	5.01526	0.712167
ENSDART00000111140.5	323	133.969	6058.56	1978.54
ENSDART00000173145.2	768	567.006	178.743	13.7918
ENSDART00000172953.2	436	238.19	1545.68	283.906
ENSDART00000142337.2	3051	2849.95	0	0
ENSDART00000141271.2	234	65.4761	0	0
ENSDART00000031727.5	1823	1621.95	5	0.134869
ENSDART00000148992.3	1256	1054.95	109.118	4.52524
ENSDART00000149935.2	601	400.214	0	0
ENSDART00000149030.3	853	651.979	0	0
ENSDART00000149260.3	1826	1624.95	300.969	8.10328
ENSDART00000187916.1	4285	4083.95	638.594	6.84105
ENSDART00000037999.5	1607	1405.95	348.023	10.8297
ENSDART00000170614.2	4425	4223.95	186.977	1.93663
ENSDART00000144819.2	346	153.997	76.1617	21.6373
ENSDART00000193627.1	1449	1247.95	358.838	12.58
ENSDART00000143300.3	2077	1875.95	2239	52.217
ENSDART00000134938.2	577	376.332	0	0
ENSDART00000066086.8	2062	1860.95	0	0
ENSDART00000139036.2	605	404.214	213.678	23.1275
ENSDART00000144900.2	430	232.365	6.32151	1.19023
ENSDART00000154778.2	15627	15426	37.943	0.107612
ENSDART00000155335.2	1010	808.951	0	0
ENSDART00000188706.1	12051	11850	0	0
ENSDART00000182622.1	11386	11185	0	0
ENSDART00000184483.1	11968	11767	219.056	0.814462
ENSDART00000181338.1	11324	11123	0	0
ENSDART00000152232.3	2148	1946.95	267.906	6.02014
ENSDART00000152493.2	2295	2093.95	166.084	3.47008
ENSDART00000065125.7	1982	1780.95	314.595	7.7282
ENSDART00000152234.2	716	515.03	18.4153	1.56432
ENSDART00000131454.2	321	132.257	0	0
ENSDART00000009315.11	1966	1764.95	6	0.14873
ENSDART00000110696.3	1968	1766.95	0	0
ENSDART00000012627.6	1819	1617.95	0	0
ENSDART00000158599.2	884	682.951	0.0205376	0.00131565
ENSDART00000164965.2	849	647.979	109.395	7.3861
ENSDART00000111374.4	948	746.951	652.592	38.2233
ENSDART00000054472.4	4633	4431.95	287.252	2.83562
ENSDART00000182810.1	3975	3773.95	0	0
ENSDART00000136014.2	650	449.05	0	0
ENSDART00000065956.4	528	327.77	0	0
ENSDART00000009912.7	1647	1445.95	0	0
ENSDART00000181589.1	2102	1900.95	0	0
ENSDART00000132083.3	2627	2425.95	49	0.883676
ENSDART00000132887.4	940	738.951	138.703	8.21198
ENSDART00000147429.3	780	579.006	0	0
ENSDART00000130234.4	552	351.458	0	0
ENSDART00000136528.4	2548	2346.95	3163.83	58.9778
ENSDART00000102075.6	2294	2092.95	636.245	13.2998
ENSDART00000131527.2	568	367.38	169.219	20.1517
ENSDART00000193535.1	2495	2293.95	0	0
ENSDART00000099023.5	1857	1655.95	0	0
ENSDART00000124704.3	2045	1843.95	22	0.521978
ENSDART00000172128.2	5952	5750.95	0	0
ENSDART00000190331.1	6410	6208.95	193.232	1.36157
ENSDART00000163523.2	6288	6086.95	69.5226	0.499695
ENSDART00000152294.2	573	372.332	0	0
ENSDART00000060399.6	1827	1625.95	2907.41	78.2309
ENSDART00000152210.2	755	554.006	384.489	30.3632
ENSDART00000173901.2	419	221.852	17.2151	3.39488
ENSDART00000166640.2	1217	1015.95	7	0.301442
ENSDART00000152011.3	7428	7226.95	72.3438	0.437951
ENSDART00000087817.6	2027	1825.95	0	0
ENSDART00000185404.1	396	199.982	6.03786	1.3209
ENSDART00000193191.1	549	348.489	0	0
ENSDART00000147783.2	828	627.006	0	0
ENSDART00000079003.6	778	577.006	0	0
ENSDART00000022042.10	6814	6612.95	70.5145	0.466511
ENSDART00000191870.1	6804	6602.95	402.486	2.6668
ENSDART00000160719.2	854	652.951	286.646	19.2063
ENSDART00000168583.2	1359	1157.95	607.354	22.9472
ENSDART00000141835.2	1852	1650.95	383.585	10.165
ENSDART00000187816.1	882	680.951	2.78671	0.179042
ENSDART00000101928.6	642	441.05	3	0.297586
ENSDART00000171183.2	5373	5171.95	284.364	2.40547
ENSDART00000159380.2	1029	827.951	14.6827	0.775852
ENSDART00000182081.1	5902	5700.95	5.10271e-07	3.91591e-09
ENSDART00000180565.1	6025	5823.95	0	0
ENSDART00000170387.2	2508	2306.95	0	0
ENSDART00000161553.2	6351	6149.95	853.157	6.06926
ENSDART00000125302.3	931	729.951	2464.86	147.733
ENSDART00000167748.2	8607	8405.95	41403.1	215.489
ENSDART00000048399.8	3571	3369.95	617.968	8.02271
ENSDART00000169613.3	3342	3140.95	289.508	4.03253
ENSDART00000136243.3	2660	2458.95	467.837	8.32383
ENSDART00000144690.2	594	393.249	0	0
ENSDART00000135470.2	1265	1063.95	44.2748	1.8206
ENSDART00000184882.1	1244	1042.95	96.0905	4.03084
ENSDART00000182342.1	5843	5641.95	56.8965	0.441199
ENSDART00000110923.4	3352	3150.95	2093.11	29.0622
ENSDART00000140631.2	494	294.427	0	0
ENSDART00000180289.1	7988	7786.95	1044.27	5.86712
ENSDART00000162711.2	2409	2207.95	0	0
ENSDART00000168964.2	2001	1799.95	25	0.607657
ENSDART00000129776.3	2055	1853.95	255.577	6.03119
ENSDART00000138593.2	1152	950.951	101.338	4.66222
ENSDART00000135800.3	1913	1711.95	113.573	2.90245
ENSDART00000060731.5	2427	2225.95	0	0
ENSDART00000152447.3	1252	1050.95	12	0.499549
ENSDART00000152314.2	1307	1105.95	1	0.0395588
ENSDART00000159007.2	3680	3478.95	0	0
ENSDART00000136034.2	535	334.712	36.4703	4.76701
ENSDART00000027957.8	2008	1806.95	384.881	9.31878
ENSDART00000190601.1	2067	1865.95	9.55787e-07	2.24099e-08
ENSDART00000192547.1	2539	2337.95	64.6486	1.20977
ENSDART00000147299.2	2721	2519.95	0	0
ENSDART00000138393.2	801	600.006	0	0
ENSDART00000083665.6	2892	2690.95	0	0
ENSDART00000134337.2	797	596.006	15.0115	1.10193
ENSDART00000145355.2	543	342.654	0	0
ENSDART00000077962.6	3076	2874.95	2487.99	37.8614
ENSDART00000132917.2	670	469.03	264.452	24.6675
ENSDART00000058777.5	1113	911.951	344.548	16.5294
ENSDART00000152758.2	1186	984.951	0	0
ENSDART00000153830.2	731	530.03	57	4.70493
ENSDART00000137056.2	420	222.745	0	0
ENSDART00000079596.7	1775	1573.95	187.572	5.21383
ENSDART00000111246.4	1568	1366.95	156.428	5.00656
ENSDART00000134073.3	2977	2775.95	408.607	6.4398
ENSDART00000148358.2	3165	2963.95	268.017	3.95612
ENSDART00000146152.2	558	357.427	10	1.22403
ENSDART00000191927.1	2113	1911.95	0	0
ENSDART00000137572.3	781	580.006	260.26	19.6315
ENSDART00000066621.5	1214	1012.95	83	3.58483
ENSDART00000151915.2	5427	5225.95	0	0
ENSDART00000186814.1	7468	7266.95	118.219	0.711728
ENSDART00000151680.2	591	390.283	0	0
ENSDART00000151526.2	542	341.654	10.7839	1.38092
ENSDART00000130984.4	1091	889.951	29.2161	1.43627
ENSDART00000159787.2	598	397.231	2001.21	220.409
ENSDART00000180531.1	3260	3058.95	1100	15.7326
ENSDART00000174340.2	6291	6089.95	379.266	2.72464
ENSDART00000174223.2	1766	1564.95	182.723	5.10824
ENSDART00000131113.3	4206	4004.95	24.53	0.267966
ENSDART00000030566.8	1529	1327.95	66	2.17441
ENSDART00000021139.8	1486	1284.95	648.842	22.0918
ENSDART00000144356.2	690	489.03	10.158	0.908769
ENSDART00000041549.4	2310	2108.95	356.38	7.39309
ENSDART00000172176.2	5134	4932.95	1393.92	12.3626
ENSDART00000152224.4	2042	1840.95	314	7.46219
ENSDART00000150764.2	3091	2889.95	12.7063	0.192357
ENSDART00000045565.7	2342	2140.95	0	0
ENSDART00000137505.2	2146	1944.95	96	2.15944
ENSDART00000138769.3	838	636.979	3.44641	0.236712
ENSDART00000171527.2	2397	2195.95	0	0
ENSDART00000159066.2	1923	1721.95	11.5536	0.293545
ENSDART00000059230.7	798	597.006	3	0.219847
ENSDART00000157782.2	1366	1164.95	0	0
ENSDART00000167074.2	1829	1627.95	0	0
ENSDART00000137135.3	1357	1155.95	12	0.454172
ENSDART00000179299.2	1566	1364.95	0	0
ENSDART00000135853.2	703	502.03	0	0
ENSDART00000101923.4	775	574.006	0	0
ENSDART00000140076.3	471	271.969	0	0
ENSDART00000005593.6	2918	2716.95	1363.69	21.9591
ENSDART00000131927.2	862	660.951	30.0388	1.98835
ENSDART00000139702.3	792	591.006	99.9259	7.39715
ENSDART00000112071.4	2179	1977.95	0	0
ENSDART00000110319.4	430	232.365	0	0
ENSDART00000124938.3	1166	964.951	17	0.770766
ENSDART00000105666.5	678	477.03	0	0
ENSDART00000145368.3	3871	3669.95	109.121	1.30085
ENSDART00000189704.1	3405	3203.95	203.888	2.78409
ENSDART00000086984.8	3587	3385.95	52.1713	0.674109
ENSDART00000152133.2	538	337.683	3.79692	0.491927
ENSDART00000168105.3	1497	1295.95	5.03177	0.169868
ENSDART00000148872.3	3100	2898.95	24.8042	0.374337
ENSDART00000078656.4	2771	2569.95	0	0
ENSDART00000153050.2	836	634.979	15.8616	1.09286
ENSDART00000153055.2	4622	4420.95	901.704	8.92334
ENSDART00000153238.2	503	303.219	7.46405	1.07695
ENSDART00000178840.2	3780	3578.95	255.436	3.12251
ENSDART00000152812.2	1060	858.951	0	0
ENSDART00000145012.2	1174	972.951	18.7963	0.845204
ENSDART00000109714.4	3000	2798.95	131.091	2.04907
ENSDART00000099690.5	3364	3162.95	222.121	3.07238
ENSDART00000150005.4	2824	2622.95	225.355	3.75885
ENSDART00000170318.2	1063	861.951	0	0
ENSDART00000138581.2	2326	2124.95	1.21904	0.0250984
ENSDART00000142160.2	716	515.03	3.04027	0.258261
ENSDART00000134963.2	714	513.03	0	0
ENSDART00000135782.2	494	294.427	0	0
ENSDART00000131747.2	487	287.604	0	0
ENSDART00000099131.6	4652	4450.95	5.74069	0.0564274
ENSDART00000078491.4	3131	2929.95	0	0
ENSDART00000124159.3	736	535.03	0	0
ENSDART00000164066.2	486	286.642	0	0
ENSDART00000183719.1	423	225.666	0	0
ENSDART00000031499.9	1874	1672.95	52	1.35988
ENSDART00000021177.8	2893	2691.95	430	6.98844
ENSDART00000143009.3	2478	2276.95	2334.85	44.8626
ENSDART00000149088.3	3170	2968.95	1293.95	19.0674
ENSDART00000102658.5	2608	2406.95	1058.16	19.2337
ENSDART00000111063.5	2105	1903.95	80.9135	1.85928
ENSDART00000144172.2	852	650.979	10.9588	0.736503
ENSDART00000189225.1	2465	2263.95	486.081	9.39336
ENSDART00000156685.2	2579	2377.95	258.175	4.74996
ENSDART00000049900.7	1355	1153.95	170.022	6.4461
ENSDART00000161054.2	615	414.161	1.97793	0.20894
ENSDART00000048046.5	3659	3457.95	1518.59	19.2132
ENSDART00000134042.2	690	489.03	0	0
ENSDART00000135068.3	690	489.03	0	0
ENSDART00000184943.1	6235	6033.95	71.6316	0.519376
ENSDART00000098412.5	930	728.951	0	0
ENSDART00000055956.8	6262	6060.95	490.386	3.53978
ENSDART00000142760.3	1264	1062.95	212.846	8.76055
ENSDART00000133259.3	775	574.006	111.559	8.50293
ENSDART00000147598.3	818	617.006	87.8232	6.22728
ENSDART00000136929.3	1028	826.951	36.0035	1.90478
ENSDART00000146986.2	759	558.006	19.0628	1.49461
ENSDART00000143340.3	2989	2787.95	1301.62	20.4258
ENSDART00000188720.1	633	432.069	227.452	23.0312
ENSDART00000086985.6	1867	1665.95	6017.63	158.031
ENSDART00000073663.6	1693	1491.95	213.322	6.25547
ENSDART00000124128.3	1000	798.951	102.068	5.5892
ENSDART00000158616.2	4279	4077.95	1683.73	18.0638
ENSDART00000114004.5	3684	3482.95	520.575	6.53905
ENSDART00000188223.1	3989	3787.95	176.869	2.0428
ENSDART00000138116.3	1500	1298.95	1021.91	34.4192
ENSDART00000051344.6	1378	1176.95	0	0
ENSDART00000156765.3	6035	5833.95	238.817	1.79094
ENSDART00000158444.2	1096	894.951	128.848	6.29882
ENSDART00000003508.9	1671	1469.95	0	0
ENSDART00000124221.3	774	573.006	0	0
ENSDART00000089506.6	2773	2571.95	2398	40.7911
ENSDART00000137552.2	1815	1613.95	182	4.93356
ENSDART00000138082.2	511	311.059	13.0664	1.83778
ENSDART00000079215.6	2398	2196.95	170.851	3.40232
ENSDART00000007732.8	2668	2466.95	51	0.904458
ENSDART00000075187.4	1486	1284.95	15.8896	0.54101
ENSDART00000130680.5	1216	1014.95	317.32	13.6783
ENSDART00000171017.2	651	450.05	0	0
ENSDART00000137708.3	447	248.784	8	1.40684
ENSDART00000139844.2	524	323.798	0	0
ENSDART00000132149.2	467	268.134	146.405	23.8882
ENSDART00000174974.2	2814	2612.95	213.891	3.5813
ENSDART00000037553.7	2352	2150.95	0	0
ENSDART00000149595.2	587	386.283	12.6082	1.428
ENSDART00000155832.2	5345	5143.95	201.875	1.71698
ENSDART00000131424.3	1497	1295.95	10	0.337591
ENSDART00000023686.9	2135	1933.95	84.0488	1.90136
ENSDART00000155088.2	887	685.951	0	0
ENSDART00000164646.2	1718	1516.95	19	0.547975
ENSDART00000150600.2	3646	3444.95	19.0513	0.241948
ENSDART00000148920.2	1507	1305.95	199	6.66661
ENSDART00000082454.4	1800	1598.95	435.428	11.9141
ENSDART00000140119.2	761	560.006	4.5717	0.357161
ENSDART00000139385.3	2618	2416.95	15140	274.055
ENSDART00000186419.1	1271	1069.95	0	0
ENSDART00000126154.4	2705	2503.95	1358.66	23.739
ENSDART00000141696.2	801	600.006	13.802	1.00639
ENSDART00000136522.2	460	261.295	68.6806	11.4996
ENSDART00000126897.3	1120	918.951	426.781	20.3185
ENSDART00000149746.2	699	498.03	8.4222	0.73986
ENSDART00000152603.2	3438	3236.95	579.74	7.83566
ENSDART00000190066.1	1971	1769.95	196.001	4.8448
ENSDART00000155838.2	8327	8125.95	2279	12.2701
ENSDART00000032547.8	729	528.03	0	0
ENSDART00000148440.3	1927	1725.95	294.425	7.46319
ENSDART00000027829.10	3749	3547.95	10731.4	132.33
ENSDART00000036797.9	1490	1288.95	1143.44	38.8111
ENSDART00000171830.2	338	147.019	274.559	81.7037
ENSDART00000158914.2	1298	1096.95	48	1.9144
ENSDART00000128404.3	2021	1819.95	6.94638	0.166985
ENSDART00000156366.2	1235	1033.95	2.05362	0.086896
ENSDART00000142636.2	831	629.979	0	0
ENSDART00000145222.2	379	184.094	0	0
ENSDART00000143435.2	465	266.18	0	0
ENSDART00000004797.10	2143	1941.95	0	0
ENSDART00000183838.1	3962	3760.95	104.279	1.21304
ENSDART00000188584.1	3592	3390.95	551.837	7.11981
ENSDART00000131712.2	594	393.249	13	1.44629
ENSDART00000146649.3	3335	3133.95	4.0359	0.0563413
ENSDART00000144207.3	551	350.458	0	0
ENSDART00000140053.3	1406	1204.95	0	0
ENSDART00000171675.2	835	633.979	188.005	12.974
ENSDART00000167001.2	1614	1412.95	2491.98	77.1609
ENSDART00000183618.1	848	646.979	0	0
ENSDART00000127015.3	12025	11824	1610.98	5.96084
ENSDART00000145273.2	1530	1328.95	110.34	3.63248
ENSDART00000006300.7	1694	1492.95	524.322	15.3649
ENSDART00000159935.2	1976	1774.95	186.747	4.60306
ENSDART00000141332.3	3804	3602.95	0	0
ENSDART00000137749.2	470	270.981	1.46019	0.235749
ENSDART00000100772.5	2029	1827.95	8.03451	0.192298
ENSDART00000180013.1	4514	4312.95	0	0
ENSDART00000177914.2	4496	4294.95	100.625	1.02501
ENSDART00000004333.10	3026	2824.95	275.695	4.26969
ENSDART00000124533.3	2486	2284.95	25.2594	0.483643
ENSDART00000180257.1	6674	6472.95	618.234	4.17859
ENSDART00000138653.4	439	241.106	58.1896	10.5588
ENSDART00000132647.4	736	535.03	0	0
ENSDART00000084102.6	3756	3554.95	10	0.123068
ENSDART00000066033.8	1727	1525.95	233.548	6.696
